geoid,households,rental_vacancy_rate,percent_recent_construction,percent_prewar_construction,avg_renter_household_size,percent_3_plus_vehicles,percent_solar_heat,percent_mortgage_free,percent_no_high_school,percent_veterans,percent_recent_move_from_other_state,percent_foreign_born_recent_arrival,percent_adults_with_disability
18161,2963,7.4,0,30.1,2.15,29.9,0,35.1,2.3,10.8,3,0,12.9
18163,74217,6.1,0.1,20,2.16,17.5,0.1,33.9,2.9,8.7,2.2,19.1,12.6
18165,6538,4.2,0,41.5,2.27,22.2,0,43.2,2.6,12,1.5,45.5,14.9
18167,40315,8.1,0.1,29.4,2.29,18,0,35.5,3.1,9.1,2.8,20.9,15
18169,12901,4.2,0.1,39.1,2.22,23,0.2,39,3.7,8.7,2,7.4,11.4
18171,3305,8.4,0.2,27.7,2.28,31.3,0,39.9,4,9.9,1.4,41.5,13.3
18173,22883,3.6,0.4,9.8,2.41,29,0,33.7,1.7,9.2,1.3,18.4,8.8
18175,10542,4.5,0.1,15.8,2.39,31.7,0,36.9,6.2,10.3,1.4,0,17
18177,27168,13.2,0,28,2.42,19.4,0,35.9,4.3,10.7,3.4,13.7,15.8
18179,10831,13.8,0,31,2.23,29.9,0.2,33.5,2.1,8.4,0.8,22.3,10.6
18181,9513,5.9,0.1,19.3,2.49,25,0,38.6,3.4,10.3,0.6,10.1,12.5
18183,13152,6.6,0,23.3,2.16,29.2,0.1,30.4,2.4,10.1,0.9,13.7,14.1
19001,3229,10.5,0,38,2.27,31.1,0,50.5,2.3,10.8,1.1,4.8,11.2
19003,1718,2.9,0.1,45.1,2.07,36.8,0,51.7,2.8,8.4,0.4,0,11.5
19005,6048,5.4,0,35.5,2.22,30.8,0,52.7,6.3,10.1,2.3,13.9,7.1
19007,5481,16.2,0,34,1.95,25.6,0.1,52.9,4.4,9.5,2.6,14.9,13.2
19009,2659,3.6,0,39.8,2.16,30.9,0,57.3,4,9.9,1.1,9.7,9
19011,10154,12.9,0,35.5,2.21,37.1,0,39.6,1.7,10,0.9,12.6,8.7
19013,52410,8.4,0.1,21.1,2.28,20.9,0,37.4,3.2,8,1.9,19.7,9.9
19015,10759,6.5,0.1,38.5,2.24,31.4,0.1,38.9,1.7,10.7,3.3,0,11.5
19017,9365,7.6,0.1,31.2,2.05,29,0,38.9,2.5,8.7,1.7,51,7.3
19019,8268,9.5,0.4,29,2.17,33.1,0.2,40.4,3.9,9.2,1.3,23.5,7.6
19021,7635,5.8,0.3,29.7,2.43,28.7,0,45.5,11.9,7.1,3.2,10.1,7.2
19023,6207,6.7,0,42,1.93,38.6,0,47,3.2,8.7,0.3,40.7,6.8
19025,4261,12,0,36.7,2.03,30,0,50.3,3,10.7,0.8,1.8,10.5
19027,8547,11.2,0.1,30.4,1.83,25.9,0,46.4,4.2,9,1.1,16.3,7.9
19029,6080,6.3,0,39.3,2.05,22.3,0,47,2.5,10,0.8,0.6,13.3
19031,7620,4.3,0,33.2,2.25,31.1,0,39.3,2.2,10.9,0.5,16.9,8.8
19033,19519,6.7,0.3,30.9,1.83,22.3,0,43.9,2.2,11,1.2,13.3,11.3
19035,5334,4.2,0,40,1.9,27.3,0,54.3,2.6,11.2,0.7,11.5,10.5
19037,5312,0.9,0,35.6,1.97,34.1,0.2,49.7,4.5,11.9,0.5,1.5,10.6
19039,3744,2.4,0,30.6,2.35,27.3,0.2,44.6,6.4,9.9,2.8,7.5,11
19041,7146,10.5,0,25,2.19,24.8,0.2,42.3,2.1,9.8,2,17.3,10.4
19043,7608,7.2,0.3,43.3,2.17,27.4,0,49.2,3.7,10.2,1.6,4.5,9.1
19045,20067,8.9,0,33,2.04,25.7,0,40.8,3.3,11.3,2.7,19.1,9.5
19047,6355,8.9,0,36.4,2.6,30.2,0,50.2,13.8,8,1.4,3,12.1
19049,27593,4.4,0.6,13.8,2.41,25.4,0,24.5,2.4,7.5,2.6,20.3,5.7
19051,3165,7.5,0.3,34.3,2.77,33.3,0,50.8,10.5,9.1,2.1,0,9.8
19053,3144,9.6,0.4,35,2.18,26.3,0,50.8,6,8.2,4.3,16.1,16.4
19055,6973,6.1,0,32.3,2.1,35.4,0,43.4,4.7,7,1.1,13.5,9.8
19057,16741,11.8,0.3,37.8,2.17,20.9,0,45,2.4,10.3,1.7,27.9,12
19059,7804,13.2,0,18.1,1.99,22.2,0,44.7,1.7,11.1,1.9,8.5,12.4
19061,37891,6.9,0.1,27.2,2.09,20.9,0,39.6,2.9,9.3,3.7,18.4,8.4
19063,4145,4.2,0,34.6,2.15,29.7,0,53.1,4,8.8,6.4,6.7,9.5
19065,8556,4.4,0.1,46.5,2.13,27.7,0.1,48.2,3.9,10.2,1.6,47.3,10.4
19067,6901,6.2,0.3,33.9,2.04,28,0,45.5,4.4,11.6,2.7,5.6,11.1
19069,4258,1.1,0,40.8,2.43,31.1,0,50.3,3.2,8.5,1.6,12.9,9.2
19071,2954,7.7,0,36,2.43,33.9,0,45.7,2.3,11.7,2,14.3,11.3
19073,3927,8.3,0,40.3,2.07,34.6,0.2,46.1,1.6,10.6,1.7,6,10.8
19075,5183,2.8,0.1,39.2,2.16,29.5,0,44.6,2.4,8.5,0.8,13.2,7.7
19077,4514,13.6,0.2,33.8,2.29,32.6,0,47.6,3.2,11.1,0.9,0,9.6
19079,6384,7.3,0.1,40.1,2.16,28.3,0,39.1,3.6,9.3,1.7,15.2,9.9
19081,4673,8.3,0.6,32.8,2.19,32.1,0,51.7,3.2,10,0.5,4.5,7
19083,6973,10.1,0,38.3,2.24,26.8,0,47.2,4.4,9.7,1.4,23.9,8.6
19085,5973,5,0.1,44.2,2.15,32.5,0,41.7,2.8,9.6,1.8,0,11.1
19087,7623,7.1,0,31.5,2.41,26.9,0,45.1,2.6,8.3,1.7,4.8,8.4
19089,3867,9.9,0,44.8,2.07,31.5,0.3,46.4,6.2,9.2,2,0,9.4
19091,4190,2.5,0,35.5,2.02,24.7,0,50.5,2.9,11.8,2.5,2.8,8.9
19093,3101,11.8,0,42.9,1.97,28.2,0.2,46.2,2.5,10.9,1.1,17.7,7.5
19095,6819,3.3,0.2,39,2.04,35,0.2,42.2,2.8,9.4,1.8,0.5,6.9
19097,8433,4.5,0.1,33.3,1.98,29,0,48.1,4.2,10.9,1.3,8.1,9.4
19099,14437,8.6,0,27.6,2.3,28.8,0,41.2,2.7,9.4,1.3,14,13.8
19101,6913,3.1,0,31.5,2.11,24.4,0.3,49.2,1.4,8.5,1.8,61.2,7.3
19103,55426,2.3,0.2,11.5,2.21,17.7,0,30.7,2.6,5.1,5.2,28.2,5.8
19105,8171,5.3,0.3,29.9,2.29,31.3,0.1,42.7,3.2,11.5,0.9,10.6,9
19107,4347,4,0,45.8,2.24,29.6,0,51.3,2.4,9.7,0.6,33.8,11.8
19109,6723,8.9,0,38.6,1.9,27.5,0,50.2,1.8,11.1,1.2,16,8.2
19111,14412,5.7,0,37,1.95,25,0.1,48,2.5,12.2,1.8,9,14.4
19113,87318,8.2,0.2,15.2,2.09,22.2,0.1,31.4,1.7,9.7,2.5,20.9,8.3
19115,4311,1.5,0,34.8,2.42,34.4,0,45.2,8.3,8.9,0.8,15.9,9.3
19117,3678,0.5,0,37,1.77,28.3,0,45,3.4,9.6,2,0,11.5
19119,4496,11.6,0.2,31.5,2.23,34.9,0.2,44.4,5.6,8.3,1.5,16,8.4
19121,6225,3.8,0.2,31.5,2.35,36.1,0.2,35.1,1.9,10.3,1.1,10.9,10
19123,9023,7.5,0.2,30.6,2.02,27.4,0.1,42.6,3.2,8.2,2.6,42.1,10.4
19125,12978,5.7,0.1,23,1.91,28.3,0,37,3.4,8.2,1.7,9.8,9.7
19127,15297,5.3,0,34.7,2.5,24,0.1,40.1,9.1,9.9,1.6,13.1,10.2
19129,5399,12,0,26.5,2.51,36.9,0,33.4,2.9,11.2,2.6,0,16.7
19131,4358,4.8,0.1,37.3,1.67,32.1,0.2,50.3,4.8,9.6,1.3,25.8,8.2
19133,4043,7.8,0.1,45.4,1.87,28.5,0,51.9,3.2,11.6,1.7,22.1,11.9
19135,3326,6.3,0.1,33.3,2.35,31.6,0,53.7,3.7,8.8,2.9,14.8,10
19137,4610,8.4,0.1,44.4,2.21,24.9,0,51.3,3.9,11,3.1,17.7,15.9
19139,16345,10.5,0,33.4,2.33,24.7,0,40.1,6.4,7.9,1.2,11.8,8.6
19141,6004,4.8,0,31.5,2.08,27.8,0,49.9,3.4,10.2,2.1,7.3,10.3
19143,2670,8.4,0,37.4,2.02,30.5,0,58.1,6.1,9.4,1.9,10.3,11.4
19145,6294,9.3,0,41.2,2.05,23.9,0,48.6,3.5,10.5,4,30.4,14.5
19147,3977,6.2,0,31.5,2.02,24.1,0,48.9,2,9.5,1.6,35,13.5
19149,9995,3.3,0,28.5,2.24,29.1,0,43.6,4.1,10.1,1.6,23,6.5
19151,3197,4.8,0,40.3,2,32.2,0,58.8,2.7,11.5,1.4,5.1,9.5
19153,177049,4.9,0.3,16.3,2.23,19.4,0,27.3,3.1,7.7,2.6,13.8,9.6
19155,36683,7.3,0,28,2.32,22.5,0,35.4,3.5,10.3,3.8,15.8,13.3
19157,7351,4.1,0.1,31.9,2.08,25.2,0,44.3,1.8,7.5,4,28.2,10
19159,2030,2.3,0,33.5,2.18,29.8,0,53.5,2.7,8.6,1.2,0,12.8
19161,4406,12.1,0.2,42.3,1.97,32.9,0,52.6,2.1,11.5,1,0,9.2
19163,67709,6.9,0.1,18.1,2.16,20.5,0,31.8,2.3,9.5,3.7,18.1,8.5
19165,5066,0,0,41.6,1.99,27.8,0,49.2,4,9.8,2.1,0.8,10.9
19167,11765,5.4,0,25.4,2.44,29.8,0,41.6,6.3,6.6,3.7,18,5.7
19169,35901,1.7,0.1,14.4,2.17,20.8,0,36.9,1.5,5.7,5.3,39.2,5
19171,6790,5.6,0,40.2,2.45,30.9,0.7,50,4.1,9.8,0.8,2,9.5
19173,2744,6.5,0.1,41.7,2.22,34.6,0.1,52.8,2.6,9.2,1.7,13.7,11.7
19175,5337,3.9,0.1,41,2.15,25.9,0,41.6,2.3,10.6,1,23.7,13.7
19177,2944,13,0,41.7,2.27,35.8,0,52.9,4.3,10.3,1.6,0,10.9
19179,14493,11.5,0,34.6,2.2,24.6,0,45.2,6.1,9.5,1.5,12.9,12.8
19181,18009,3.2,0.2,14.1,2.36,29.6,0,30.1,1.2,10.1,1.2,9.6,9.7
19183,8938,4.6,0,35.6,2.28,28.8,0,39.8,5,8.6,2.1,9,10.9
19185,2596,10.5,0,39.6,2.28,32,0,52.8,5.6,10.6,1.9,5.4,12.2
19187,15155,7.4,0,33.4,2.1,23,0,45.4,3,10.1,2.9,27.7,12.9
19189,4580,8.7,0,29.9,1.84,29.1,0,48.1,2.3,9,3.5,12.1,10.3
19191,8248,1.6,0.1,37.3,1.78,28.9,0,42.9,3,8.1,3.5,7.8,6.1
19193,38656,4.9,0,33.8,2.34,22.6,0,41.4,6.4,8.5,3.2,9.2,10.7
19195,3180,0.8,0,47.5,2,33.1,0,53,2,11.4,1.9,1.8,11.9
19197,5495,13.5,0.2,37.4,2.1,25.7,0,51.4,3.9,8.9,2.4,11.9,8.7
20001,5306,10.4,0,27.2,2.36,24.7,0,52.4,3,11.5,0.7,15.5,17.9
20003,3280,0.9,0,30,2.15,36.5,0,50.7,3.3,10.3,3,0,12.9
20005,6033,12.1,0,38.8,2.65,26.2,0,45.6,2.5,8.7,3.2,16.9,14.4
20007,1981,18.3,0,33.7,2.26,31.2,0,59.1,2.5,9.8,3,9.1,12.8
20009,11306,2.9,0,23.5,2.33,26.2,0,53.4,5.1,9.4,2.8,5.3,11.3
20011,5660,13.3,0.2,32.1,2.3,24.3,0,54,4.1,9,2,16.1,16.3
20013,4102,3.2,0,43.9,2.3,29,0,51.2,2,11.5,2.5,0,15.5
20015,24273,6.9,0.3,14,2.49,35,0,33.5,1.8,10.4,2.5,12,10
20017,1110,8.9,0,37.2,1.9,34.4,0,53.6,4.1,10.2,1.2,6.3,14.8
20019,1557,9.9,0,36.9,2.38,34.4,0,66.2,4.7,11.3,3.8,0,16.9
20021,7988,17.3,0.1,27.3,2.45,26.4,0,56.3,4.8,8.9,2.8,2.4,18
20023,1262,5.9,0,37.4,2.22,32.2,0,60.8,3.8,12.5,3.2,20.5,11.3
20025,927,12.6,1.4,42.3,2.15,29.7,0,56.3,2.7,10.1,8.9,0,11.1
20027,3377,17.5,0.3,40.7,1.84,33,0,52.4,1.2,13.8,3.8,7.6,9.6
20029,3964,13.7,0,44.2,2.1,24.3,0,65.7,3.5,10.2,1.6,28,12.5
20031,3569,3.5,0,26.5,2.13,37.3,0,42.7,2.3,10.3,2.8,22.3,9.8
20033,784,1.1,0,42,2.22,36.2,0,68.5,2.9,9.2,0.6,0,9.3
20035,13688,5.4,0,29.4,2.51,29.1,0.1,47.5,3.4,10.1,3.4,23.2,13.1
20037,15065,15.6,0,25.1,2.4,23.2,0.1,45.8,3.9,8.6,3.7,37.3,13.3
20039,1473,0,0,34.2,1.6,24,0,62.6,3.2,11.3,2.7,40.7,10.7
20041,7822,7.7,0,35.4,2.16,28.9,0,45.6,3.3,13.7,3.5,8.8,15.2
20043,3109,3.8,0,32.9,2.39,30.8,0,50.9,3,10,4.7,32,10.9
20045,43729,6.7,0,10.3,2.29,23.2,0,29.4,1.7,5.9,4.2,38,8.2
20047,1274,5,0,44.7,2.21,30.5,0,67.7,7.5,8.3,1.5,1.1,14.5
20049,1256,8.8,0,42.2,1.86,33,0,63.6,4,13.3,1,0,15.2
20051,11847,4.6,0.1,13.5,2.03,23.7,0.1,44,3,7.3,2.6,27.1,8.9
20053,2585,7.4,0,36,1.72,26.6,0,48.5,3.1,11.1,1.7,5.8,12.4
20055,12600,4.1,0.1,12.1,2.69,26.1,0,41.7,15.9,4.7,1.9,9.6,9.3
20057,11205,5,0,20.3,2.71,24.8,0,45.3,18,6.1,2,12.1,8.8
20059,9830,8.1,0,25.6,2.29,33.3,0,35.9,2.4,8.9,2.9,17.7,11.9
20061,12723,11.8,0.2,11.8,2.79,16.8,0,36,2.6,22.1,10.5,5.6,11.8
20063,1190,7,0,32.3,1.88,38.9,0,62.1,2.9,9.5,1.7,40,9.3
20065,1201,0,0,33,2,29.5,0,64.4,2.3,9.9,1.9,54.9,13.2
20067,2707,0,0,3.5,2.5,26.9,0,53,14.1,3.9,2.3,0.8,8.2
20069,2150,6.9,0.1,17,2.63,33.4,0.1,53.6,14.9,4.7,2.9,4.2,8.7
20071,487,1.9,0,11.2,2.45,26.5,0,69,7.5,8.5,1.1,16.7,12.9
20073,2824,4.9,0,38.2,2.16,34.2,0,59.3,3.2,11.6,1.2,0,16.8
20075,998,5.2,0,16,2.82,35,0,58.8,11.9,5.3,4.5,18.3,8.7
20077,2433,17,0.1,41.8,2.18,30.2,0,58.7,3.5,8.3,3.2,3.1,10
20079,13581,3.3,0,25.6,2.3,27.8,0.2,42,4.5,7.9,2.3,9.1,11.1
20081,1395,8.8,0,11.5,3.3,31.6,0,52.1,19.4,4.2,2.6,3.8,5.8
20083,811,16.3,0,26.4,2.25,35.4,0,64.9,2.8,10.7,1.2,45.1,13.7
20085,5281,6.7,0,27.7,2.22,37.3,0,42.8,2,13.3,2,0,13.9
20087,7542,3,0.2,18.3,2.58,40.9,0,39.5,2.2,10.7,0.6,0,11.5
20089,1433,12.4,0,49.9,2.37,31.1,0.1,71.3,2.1,11.9,0.9,2.8,9.7
20091,219735,4.5,0.2,3.1,2.16,20.7,0,26.1,1.7,7.7,4,12.1,6.9
20093,1379,16.5,0,10.4,2.35,35.7,0,40.6,12.1,5.7,2.9,5.1,7
20095,3006,6,0,34.7,2.45,31.1,0,50.4,3.8,10,4.1,0,11
20097,1066,9.8,0,29.7,1.94,32.2,0,59.7,3.7,8.3,2,15.3,10.8
20099,8413,12.5,0,29.5,2.3,32.8,0,51.8,4,9.1,2.1,7,16.6
20101,805,5.7,0,31.9,1.73,32.7,0,48.5,1.6,13.4,1.7,0,10.1
20103,26747,5.4,0,17.2,2.72,27.8,0,34.1,2.4,16.8,7.8,18.3,13.7
20105,1335,6.2,0,52.6,1.97,35.5,0,58.8,1.8,12.7,2.4,19.2,10.2
20107,4182,5.7,0.1,20.4,1.94,39.6,0,42.8,3.8,12.4,1.8,0,17.9
20109,1243,6.9,0,28.1,2.28,33,0,57.6,2.1,11.6,1.2,0,5.4
20111,13272,8.8,0.1,26.9,2.18,24.7,0.1,42.3,6,7.4,3.9,14,11.4
20113,11791,4.2,0,26.9,2.03,29.9,0,38.6,4.4,7.9,1.7,18.9,6.5
20115,4808,9.5,0,37.8,2.32,33.8,0.1,49.8,5,8.7,1.1,25.8,12
20117,4322,7.8,0,43.6,1.94,29.8,0,58.1,2.8,11,1.3,17.8,11.2
20119,1694,7.5,0,31.1,2.7,30.4,0,56.8,8.3,8.9,1.7,6,7.3
20121,12560,2.5,0.2,17.8,2.15,38.1,0,32.8,2.2,9.7,1.8,21,9.4
20123,2687,14.5,0,38.8,2.09,28.5,0,52.2,2.6,9.1,1.3,36.2,6.5
20125,13435,7.9,0,36.5,2.39,25,0,49.4,3.2,9.8,2.7,23.1,16.1
20127,2406,3.8,0,33.8,2.13,34.3,0,59.8,3.9,16.7,3.8,30.4,11.1
20129,1189,7.2,0,13.2,2.17,27,0,54.5,8.6,6.4,1,0,11.9
20131,4239,5.9,0,31,2.03,29.9,0.1,51.2,4.4,8.7,2.2,8.8,8.7
20133,6463,8.9,0,35.3,2.22,28.4,0,52.3,2.7,8.8,1.3,3.6,15.3
20135,1383,14.1,0,25.5,2.07,37.7,0,68.5,3.1,10.8,0.5,38.7,8
20137,2119,15.2,0,35.8,1.7,39.1,0.1,44.8,5.5,12.6,1,0,9.5
20139,6505,7.6,0,27.9,2.35,34.9,0,42.3,3.2,11.5,1.4,0,15.5
20141,1764,5.6,0,40.8,1.93,31.6,0,63,3.1,8.7,3,40,12.4
20143,2493,2.5,0.3,39.5,2,39.7,0,42.5,1.6,10.5,0.6,20,11.3
20145,2552,0.5,0,33.9,2.09,17,0,55.2,2.1,11.6,3.4,0,12.9
20147,2349,11.3,0,33,2.11,34.6,0,56.9,2.6,8.7,0.6,0,12.6
20149,8192,6.2,0.6,20.2,2.34,31.6,0,37.9,0.7,8.9,4,8.6,8.1
20151,3902,7.7,0,37.1,2.04,25.4,0,53.7,3.8,9.5,3.2,8.5,11.9
20153,1212,7.8,0,40.5,2.04,32.6,0,67.4,4.1,11.6,1.7,14.8,11.9
20155,25097,7.3,0,26.4,2.25,23.5,0,43.4,4,9.1,2.1,7.7,11
20157,2275,3.1,0,44.9,2.01,26.3,0,65.9,2.3,13.1,2.5,34.9,10.6
20159,3881,8.4,0,36.5,2.38,30.8,0.3,50.9,3.6,9.9,2.1,15.7,11.7
20161,26467,9.1,0.1,11.2,2.47,20.7,0.1,37.7,1.6,9.4,6.3,34.8,7.3
20163,2206,2.6,0,30.3,1.84,29,0,54.7,1.4,8.3,0.4,18.4,14.1
20165,1486,0,0,39.5,1.78,33,0,61,4,12,1.8,0,14.5
20167,3239,0.7,0.3,39.9,1.91,28.3,0,50.2,3.2,11.1,3.6,0,12.9
20169,22390,4.4,0,15.9,2.21,23.8,0,36.8,3.4,9.5,2.4,2.6,10.9
20171,2196,0,0,17.2,1.59,29,0,54.9,4.1,7.3,0.4,0,8.7
20173,192961,8,0,9.8,2.33,21.3,0,35,4,9.4,1.9,10.5,10.4
20175,7480,4.3,0,10.7,2.74,25.5,0,45.1,21.3,3.9,3.7,7.7,7.8
20177,71368,11.6,0.1,15.4,2.25,21.2,0,37,3.2,11.5,2,9.9,13.6
20179,1133,11.5,0,32.2,2.47,35.7,0,68.9,5.5,10.8,0.8,10.9,9.3
20181,2786,4.9,0,14.6,1.87,19.5,0,48.6,3.4,7.3,5.1,0,16.8
20183,1667,5.4,0,43.4,2.15,31.3,0,68,3.3,12.5,1.9,0,12.1
20185,1794,12.4,0,41.1,2.47,32.4,0,63.3,5.1,9,0.7,0,12.7
20187,820,7.7,0,11.2,2.37,27.1,0,50.6,6.7,5.4,2.1,16.2,8.5
20189,2007,12.7,0,13.4,2.62,29.5,0,52.1,10.8,8.2,4.1,21.1,8.1
20191,9091,12.1,0,29.5,2.47,34.6,0,45.7,2.6,9.8,1.1,15.5,11.5
20193,3174,0.7,0,20.3,2.15,36.2,0,52.1,1.9,7.6,3.4,18.1,10
20195,1302,11,0,28.6,2.04,39.5,0,54.2,1.4,10.3,1.6,3.1,7.9
20197,2668,10.1,0.4,35.5,2.8,37.1,0,41.3,1.8,11.4,2.5,11.4,11
20199,625,12.6,0,33.2,2.3,36.3,0,67.4,5.8,8.8,1.2,16.7,7.8
20201,2442,12.9,0.2,42.5,2.16,32,0,62.6,4.6,9.5,3.1,7.3,10.5
20203,781,4,0,16.5,2.86,27.1,0,69.3,9.5,5.8,1.9,9.4,8.8
20205,3769,8.4,0,35.6,2.02,26.5,0,51.2,4.5,10.4,1.3,0.7,21.6
20207,1531,10.1,0,41.2,2.3,30.4,0,64,1.4,12.9,0.9,0,15.8
20209,58870,7.4,0.1,20,2.62,19.2,0,38.7,9.8,8,3.7,11.7,13.9
21001,7048,6.2,0.2,7.2,2.2,22.4,0,50.7,13.3,8.2,2.3,18.5,14.5
21003,7774,2.6,0,8.2,2.67,28.1,0,48.6,9.9,8.9,2.4,7.1,17.2
21005,8446,4.3,0,7.6,2.3,26.8,0,27.9,4.3,10.3,0.4,5.6,13.9
21007,3288,6.1,0.6,5.7,2.73,23.4,0,50.3,4,9.4,1.9,6.6,11.5
21009,16979,6.2,0,9.7,2.31,25.1,0,42.4,8.6,7.9,1.3,21.8,18.4
21011,4297,5.9,0.2,12.2,2.76,20.9,0,50,10.2,6.5,0.7,0,22.6
21013,11088,3.8,0.3,10.4,2.38,16.1,0,62.7,16.3,8,2,39.3,32.5
21015,44709,4.5,0.2,2.9,2.46,22.7,0,23.5,2.7,9.3,3.3,15.8,9.1
21017,7867,2.8,0.1,18.5,2.55,22.2,0,33.6,7.5,8.9,1.8,9.3,12.8
21019,19383,8.3,0,16.5,2.42,20.3,0.1,45.9,3.5,11,3.3,9.1,18.4
21021,11045,3.4,0,9.9,2.34,19.6,0,40,5.7,8.1,3,14.5,15.1
21023,3303,5.1,0,25,2.51,29.1,0,44.1,7.2,8.6,0.8,35.3,15.2
21025,5494,3.7,0,3.1,2.33,16.1,0,72,14.1,5.6,1.3,10.5,35
21027,7297,9.9,0,8.5,2.63,32.9,0,51.4,10,9.9,1.5,0,18.5
21029,28267,6.6,0.1,3.3,2.57,28.4,0,30.4,4.3,9.5,1.3,5.2,12.5
21031,5176,3.3,0.1,8,2.51,28.8,0,58.3,13.4,7.5,1.8,9.8,18.2
21033,5293,4.4,0,14.9,2.51,26.2,0,50.1,5.5,8.8,1.4,0,16
21035,14834,6.6,0,5.3,2.09,20.9,0,46.5,6.1,7.6,3.3,43.9,10.1
21037,35477,1.8,0.1,29.9,2.25,18.3,0,29,3.4,8.1,3.4,25.6,9.8
21039,2059,2.7,0.1,9.4,2.58,28.1,0,54.2,6.6,9.4,0.6,0,11
21041,3988,2.4,0,14,2.65,19.4,0,41.4,9.1,10,3.5,0,15.4
21043,10487,5.5,0,8,2.36,25.7,0,54.4,9.5,7.2,1.5,57,17.6
21045,6384,7.9,0.2,8.7,2.33,24.6,0,55.1,15.6,7.8,2.7,15.2,18.7
21047,25521,6.1,0,6.8,2.67,16.1,0,43.6,5.4,13.5,11.1,16.5,13.3
21049,14173,6.5,0,13.4,2.44,22.3,0.1,33,6.3,9.8,2,8.7,15.3
21051,7707,5.2,0,5.6,2.48,15.1,0,64.2,20.7,5.4,1.4,5.1,22.8
21053,3858,6.5,0,7.1,2.54,18.2,0,62.9,16.6,8,0.6,52.2,13.7
21055,3755,0,0,7.6,2.38,26,0,57.3,11.3,11.1,1.5,0,17.6
21057,2743,9.6,0,10.7,2.38,26.6,0,60.8,12.6,9.6,1.9,18.2,13.7
21059,38536,6.4,0,6.4,2.35,22.3,0,39.7,4.2,9.1,1.4,28.6,13.8
21061,4659,13.1,0,4.9,2.27,29.6,0,44.7,9.1,8.9,3.8,29.2,24.1
21063,2750,15.1,0,7.3,2.17,22.5,0,63.8,17.4,6,0.1,25,18.6
21065,5750,4.5,0.2,12.5,2.51,24.3,0,55.8,12.8,7.5,0.4,0,27.1
21067,125752,5.4,0.1,7.5,2.22,14.8,0,28.2,4.4,7.2,3.9,23.7,9.5
21069,5636,6.6,0.1,17.2,2.44,26.4,0.2,46.5,9.9,8.8,1.3,0,20
21071,15418,4.7,0,8.3,2.38,19.2,0,58.6,12.1,5.8,0.7,17,28.6
21073,21033,7.6,0,10.1,2.14,16.6,0,32,5.7,9.7,2.4,16.1,14.1
21075,2568,9.3,0,14.1,2.07,17.3,0,61.1,10,10.6,2.7,31.4,19.8
21077,3097,6.2,0.1,9.7,2.59,27.1,0.3,33.4,6.4,12.3,3.6,14.2,16.7
21079,6594,6.8,0,13,2.78,29.1,0.2,39,9.4,8.5,0.7,1.9,17.9
21081,8325,5.8,0,7.4,2.76,26.9,0,36.3,6.6,9.2,0.9,1.8,14
21083,14390,4.4,0,6.7,2.37,24.7,0,47.9,6.7,8.7,1.6,13.3,13.3
21085,9840,4.3,0,6.8,2.5,27.5,0,45.7,11.2,9.3,1.5,13.7,18.2
21087,4477,8.7,0,12.1,2.4,27.6,0,55.7,12.6,8.3,0.5,0,23.9
21089,14200,4.6,0.1,11.2,2.4,23.4,0,45.8,6,9,2.4,2.9,17.3
21091,3265,7.4,0.2,8.2,2.45,31.1,0,49,4.7,11.2,2.4,0,19.2
21093,40376,9.4,0.2,6.1,2.56,23.1,0,32,4.5,19.3,6.7,11,15
21095,11406,7.8,0,14.8,2.41,19.2,0,62.2,12.5,7.9,0.8,6.3,32.7
21097,7120,3.3,0,21,2.31,23.2,0,42.3,8.9,9.4,1.4,17.1,17.6
21099,7294,3.5,0,7.5,2.45,24.1,0,48.5,12.1,7.5,0.5,22.2,21.7
21101,18742,2.9,0,11.8,2.24,19.9,0,38.5,4.5,8.8,3,5.3,17.3
21103,5992,2.7,0,13.7,2.53,31.5,0,38.3,7,9,0.7,4.1,15.1
21105,1973,6.4,0,10.1,2.39,17.8,0,59.7,8.3,10.6,2.9,0,15.2
21107,18622,7.2,0,12.5,2.43,22.6,0,46,6,8.9,0.8,10.8,15.8
21109,5546,6,0,8.1,2.21,22.4,0,58.9,13.7,6.4,0.7,0,32.7
21111,306915,7.2,0.1,15.2,2.28,15,0,32.8,3.6,8.8,2.2,17.3,12.8
21113,18312,3.6,0.1,5.2,2.67,22.1,0,29.3,5.1,9.1,2.5,15.7,15
21115,9035,8.7,0.2,8,2.48,19.1,0,56.8,10,8.3,0.5,1.9,30.4
21117,62225,7.8,0,21.3,2.41,19.2,0,27.1,3.4,9.3,3.5,13.6,13.2
21119,5984,7,0.1,5.5,2.71,20.8,0,68.6,15.7,5.2,2.1,47.5,30.4
21121,12467,9.9,0.3,7.6,2.41,14.5,0.1,62,16,5.8,1.9,5,16.5
21123,5328,17.9,0,10.4,2.49,29.7,0,38.5,6.4,13,1.1,6.1,19.7
21125,23164,3,0.1,3.4,2.45,20.7,0,48.6,10.3,8.7,1.6,8.5,16.5
21127,6033,3.6,0.3,9.9,2.47,21.7,0,56.3,10.1,6.3,2.2,35.4,25.5
21129,2859,3.6,0,8.1,1.85,19.7,0,60.7,15.1,8,1.7,0,34.4
21131,4150,9.8,0,4.2,2.06,22.6,0,69,17.9,5.5,1.8,0,36.7
21133,9592,1.9,0,14.9,2.18,23.2,0,64.1,11.9,6.3,0.4,4.3,31.2
21135,5373,6.3,0,11.9,2.68,22.7,0,61.5,13.4,8.9,3,0,23
